Model Name,Column Name,Transaction Value (Count or Avg),Transcation Month (YYYY|MM),IsAnAnomaly,Snapshot Month (YYYYMM)
TABLE_1,Column_1231,0,2018|06,NA,202102
TABLE_1,Column_1231,0,2018|07,NA,202102
TABLE_1,Column_1231,0,2018|08,NA,202102
TABLE_1,Column_1231,0,2018|09,NA,202102
TABLE_1,Column_1231,0,2018|10,NA,202102
TABLE_1,Column_1231,0,2018|11,NA,202102
TABLE_1,Column_1231,0,2018|12,NA,202102
TABLE_1,Column_1231,0,2019|01,NA,202102
TABLE_1,Column_1231,0,2019|02,NA,202102
TABLE_1,Column_1231,0,2019|03,NA,202102
TABLE_1,Column_1231,0,2019|04,NA,202102
TABLE_1,Column_1231,0,2019|05,NA,202102
TABLE_1,Column_1231,0,2019|06,NA,202102
TABLE_1,Column_1231,0,2019|07,NA,202102
TABLE_1,Column_1231,0,2019|08,NA,202102
TABLE_1,Column_1231,0,2019|09,NA,202102
TABLE_1,Column_1231,0,2019|10,NA,202102
TABLE_1,Column_1231,0,2019|11,NA,202102
TABLE_1,Column_1231,0,2019|12,NA,202102
TABLE_1,Column_1231,0,2020|01,NA,202102
TABLE_1,Column_1231,0,2020|02,NA,202102
TABLE_1,Column_1231,0,2020|03,NA,202102
TABLE_1,Column_1231,0,2020|04,NA,202102
TABLE_1,Column_1231,0,2020|05,NA,202102
TABLE_1,Column_1231,0,2020|06,NA,202102
TABLE_1,Column_1231,0,2020|07,NA,202102
TABLE_1,Column_1231,0,2020|08,NA,202102
TABLE_1,Column_1231,0,2020|09,NA,202102
TABLE_1,Column_1231,0,2020|10,NA,202102
TABLE_1,Column_1231,0,2020|11,NA,202102
TABLE_1,Column_1231,0,2020|12,NA,202102
TABLE_1,Column_1231,0,2015|11,NA,202101
TABLE_1,Column_1231,0,2015|12,NA,202101
TABLE_1,Column_1231,0,2016|01,NA,202101
TABLE_1,Column_1231,0,2016|02,NA,202101
TABLE_1,Column_1231,0,2016|03,NA,202101
TABLE_1,Column_1231,0,2016|04,NA,202101
TABLE_1,Column_1231,0,2016|05,NA,202101
TABLE_1,Column_1231,0,2016|06,NA,202101
TABLE_1,Column_1231,0,2016|07,NA,202101
TABLE_1,Column_1231,0,2016|08,NA,202101
TABLE_1,Column_1231,0,2016|09,NA,202101
TABLE_1,Column_1231,0,2016|10,NA,202101
TABLE_1,Column_1231,0,2016|11,NA,202101
TABLE_1,Column_1231,0,2016|12,NA,202101
TABLE_1,Column_1231,0,2017|01,NA,202101
TABLE_1,Column_1231,0,2017|02,NA,202101
TABLE_1,Column_1231,0,2017|03,NA,202101
TABLE_1,Column_1231,0,2017|04,NA,202101
TABLE_1,Column_1231,0,2017|05,NA,202101
TABLE_1,Column_1231,0,2017|06,NA,202101
TABLE_1,Column_1231,0,2017|07,NA,202101
TABLE_1,Column_1231,0,2017|08,NA,202101
TABLE_1,Column_1231,0,2017|09,NA,202101
TABLE_1,Column_1231,0,2017|10,NA,202101
TABLE_1,Column_1231,0,2017|11,NA,202101
TABLE_1,Column_1231,0,2017|12,NA,202101
TABLE_1,Column_1231,0,2018|01,NA,202101
TABLE_1,Column_1231,0,2018|02,NA,202101
TABLE_1,Column_1231,0,2018|03,NA,202101
TABLE_1,Column_1231,0,2018|04,NA,202101
TABLE_1,Column_1231,0,2018|05,NA,202101
TABLE_1,Column_1231,0,2018|06,NA,202101
TABLE_1,Column_1231,0,2018|07,NA,202101
TABLE_1,Column_1231,0,2018|08,NA,202101
TABLE_1,Column_1231,0,2018|09,NA,202101
TABLE_1,Column_1231,0,2018|10,NA,202101
TABLE_1,Column_1231,0,2018|11,NA,202101
TABLE_1,Column_1231,0,2018|12,NA,202101
TABLE_1,Column_1231,0,2019|01,NA,202101
TABLE_1,Column_1231,0,2019|02,NA,202101
TABLE_1,Column_1231,0,2019|03,NA,202101
TABLE_1,Column_1231,0,2019|04,NA,202101
TABLE_1,Column_1231,0,2019|05,NA,202101
TABLE_1,Column_1231,0,2019|06,NA,202101
TABLE_1,Column_1231,0,2019|07,NA,202101
TABLE_1,Column_1231,0,2019|08,NA,202101
TABLE_1,Column_1231,0,2019|09,NA,202101
TABLE_1,Column_1231,0,2019|10,NA,202101
TABLE_1,Column_1231,0,2019|11,NA,202101
TABLE_1,Column_1231,0,2019|12,NA,202101
TABLE_1,Column_1231,0,2020|01,NA,202101
TABLE_1,Column_1231,0,2020|02,NA,202101
TABLE_1,Column_1231,0,2020|03,NA,202101
TABLE_1,Column_1231,0,2020|04,NA,202101
TABLE_1,Column_1231,0,2020|05,NA,202101
TABLE_1,Column_1231,0,2020|06,NA,202101
TABLE_1,Column_1231,0,2020|07,NA,202101
TABLE_1,Column_1231,0,2020|08,NA,202101
TABLE_1,Column_1231,0,2020|09,NA,202101
TABLE_1,Column_1231,0,2020|10,NA,202101
TABLE_1,Column_1231,0,2020|11,NA,202101
TABLE_1,Column_1293,0,2016|01,NO,202103
TABLE_1,Column_1293,0,2016|02,NO,202103
TABLE_1,Column_1293,0,2016|03,NO,202103
TABLE_1,Column_1293,0,2016|04,NO,202103
TABLE_1,Column_1293,0,2016|05,NO,202103
TABLE_1,Column_1293,0,2016|06,NO,202103
TABLE_1,Column_1293,0,2016|07,NO,202103
TABLE_1,Column_1293,0,2016|08,NO,202103
TABLE_1,Column_1293,0,2016|09,NO,202103
TABLE_1,Column_1293,0,2016|10,NO,202103
TABLE_1,Column_1293,0,2016|11,NO,202103
TABLE_1,Column_1293,0,2016|12,NO,202103
TABLE_1,Column_1293,0,2017|01,NO,202103
TABLE_1,Column_1293,0,2017|02,NO,202103
TABLE_1,Column_1293,0,2017|03,NO,202103
TABLE_1,Column_1293,0,2017|04,NO,202103
TABLE_1,Column_1293,0,2017|05,NO,202103
TABLE_1,Column_1293,0,2017|06,NO,202103
TABLE_1,Column_1293,0,2017|07,NO,202103
TABLE_1,Column_1293,0,2017|08,NO,202103
TABLE_1,Column_1293,0,2017|09,NO,202103
TABLE_1,Column_1293,0,2017|10,NO,202103
TABLE_1,Column_1293,0,2017|11,NO,202103
TABLE_1,Column_1293,80.7158025,2017|12,NO,202103
TABLE_1,Column_1293,74.63477335,2018|01,NO,202103
TABLE_1,Column_1293,78.7661053,2018|02,NO,202103
TABLE_1,Column_1293,79.6480939,2018|03,NO,202103
TABLE_1,Column_1293,85.59242535,2018|04,NO,202103
TABLE_1,Column_1293,82.7436672,2018|05,NO,202103
TABLE_1,Column_1293,80.6098187,2018|06,NO,202103
TABLE_1,Column_1293,77.68042318,2018|07,NO,202103
TABLE_1,Column_1293,65.26150024,2018|08,NO,202103
TABLE_1,Column_1293,72.56382737,2018|09,NO,202103
TABLE_1,Column_1293,74.26976029,2018|10,NO,202103
TABLE_1,Column_1293,79.52440657,2018|11,NO,202103
TABLE_1,Column_1293,75.18898499,2018|12,NO,202103
TABLE_1,Column_1293,72.83651567,2019|01,NO,202103
TABLE_1,Column_1293,84.5880948,2019|02,NO,202103
TABLE_1,Column_1293,75.8955713,2019|03,NO,202103
TABLE_1,Column_1293,74.5722666,2019|04,NO,202103
TABLE_1,Column_1293,76.47748613,2019|05,NO,202103
TABLE_1,Column_1293,76.84066853,2019|06,NO,202103
TABLE_1,Column_1293,72.98955836,2019|07,NO,202103
TABLE_1,Column_1293,83.19651279,2019|08,NO,202103
TABLE_1,Column_1293,73.72538793,2019|09,NO,202103
TABLE_1,Column_1293,77.23878306,2019|10,NO,202103
TABLE_1,Column_1293,76.6059483,2019|11,NO,202103
TABLE_1,Column_1293,83.5589646,2019|12,NO,202103
TABLE_1,Column_1293,81.29438817,2020|01,NO,202103
TABLE_1,Column_1293,93.4808214,2020|02,NO,202103
TABLE_1,Column_1293,86.7202606,2020|03,NO,202103
TABLE_1,Column_1293,116.4770894,2020|04,NO,202103
TABLE_1,Column_1293,88.93801644,2020|05,NO,202103
TABLE_1,Column_1293,87.74158458,2020|06,NO,202103
TABLE_1,Column_1293,103.9960255,2020|07,NO,202103
TABLE_1,Column_1293,95.7997938,2020|08,NO,202103
TABLE_1,Column_1293,96.1780245,2020|09,NO,202103
TABLE_1,Column_1293,86.26523358,2020|10,NO,202103
TABLE_1,Column_1293,101.2377699,2020|11,NO,202103
TABLE_1,Column_1293,101.7349665,2020|12,NO,202103
TABLE_1,Column_1293,73.29,2021|01,NO,202103
TABLE_1,Column_1293,0,2015|12,NA,202102
TABLE_1,Column_1293,0,2016|01,NA,202102
TABLE_1,Column_1293,0,2016|02,NA,202102
TABLE_1,Column_1293,0,2016|03,NA,202102
TABLE_1,Column_1293,0,2016|04,NA,202102
TABLE_1,Column_1293,0,2016|05,NA,202102
TABLE_1,Column_1293,0,2016|06,NA,202102
TABLE_1,Column_1293,0,2016|07,NA,202102
TABLE_1,Column_1293,0,2016|08,NA,202102
TABLE_1,Column_1293,0,2016|09,NA,202102
TABLE_1,Column_1293,0,2016|10,NA,202102
TABLE_1,Column_1293,0,2016|11,NA,202102
TABLE_1,Column_1293,0,2016|12,NA,202102
TABLE_1,Column_1293,0,2017|01,NA,202102
TABLE_1,Column_1293,0,2017|02,NA,202102
TABLE_1,Column_1293,0,2017|03,NA,202102
TABLE_1,Column_1293,0,2017|04,NA,202102
TABLE_1,Column_1293,0,2017|05,NA,202102
TABLE_1,Column_1293,0,2017|06,NA,202102
TABLE_1,Column_1293,0,2017|07,NA,202102
TABLE_1,Column_1293,0,2017|08,NA,202102
TABLE_1,Column_1293,0,2017|09,NA,202102
TABLE_1,Column_1293,0,2017|10,NA,202102
TABLE_1,Column_1293,73.10340088,2017|11,NA,202102
TABLE_1,Column_1293,81.90566296,2017|12,NA,202102
TABLE_1,Column_1293,73.98855568,2018|01,NA,202102
TABLE_1,Column_1293,78.08241682,2018|02,NA,202102
TABLE_1,Column_1293,78.47755418,2018|03,NA,202102
TABLE_1,Column_1293,84.6386901,2018|04,NA,202102
TABLE_1,Column_1293,82.1226637,2018|05,NA,202102
TABLE_1,Column_1293,81.36077904,2018|06,NA,202102
TABLE_1,Column_1293,77.73565794,2018|07,NA,202102
TABLE_1,Column_1293,65.4038793,2018|08,NA,202102
TABLE_1,Column_1293,72.12285564,2018|09,NA,202102
TABLE_1,Column_1293,74.08675748,2018|10,NA,202102
TABLE_1,Column_1293,79.2543233,2018|11,NA,202102
TABLE_1,Column_1293,75.15861952,2018|12,NA,202102
TABLE_1,Column_1293,73.0925216,2019|01,NA,202102
TABLE_1,Column_1293,84.2611598,2019|02,NA,202102
TABLE_1,Column_1293,77.08210397,2019|03,NA,202102
TABLE_1,Column_1293,74.0301595,2019|04,NA,202102
TABLE_1,Column_1293,76.45295177,2019|05,NA,202102
TABLE_1,Column_1293,76.6416058,2019|06,NA,202102
TABLE_1,Column_1293,72.88823351,2019|07,NA,202102
TABLE_1,Column_1293,83.40477558,2019|08,NA,202102
TABLE_1,Column_1293,73.24850589,2019|09,NA,202102
TABLE_1,Column_1293,76.60977364,2019|10,NA,202102
TABLE_1,Column_1293,79.11562989,2019|11,NA,202102
TABLE_1,Column_1293,82.60999517,2019|12,NA,202102
TABLE_1,Column_1293,80.45251786,2020|01,NA,202102
TABLE_1,Column_1293,92.4755788,2020|02,NA,202102
TABLE_1,Column_1293,83.91184955,2020|03,NA,202102
TABLE_1,Column_1293,116.4812534,2020|04,NA,202102
TABLE_1,Column_1293,88.40167072,2020|05,NA,202102
TABLE_1,Column_1293,87.35039266,2020|06,NA,202102
TABLE_1,Column_1293,104.1779539,2020|07,NA,202102
TABLE_1,Column_1293,94.003431,2020|08,NA,202102
TABLE_1,Column_1293,95.10081777,2020|09,NA,202102
TABLE_1,Column_1293,85.979941,2020|10,NA,202102
TABLE_1,Column_1293,100.903015,2020|11,NA,202102
TABLE_1,Column_1293,96.50935,2020|12,NA,202102
TABLE_1,Column_1293,0,2015|11,NA,202101
TABLE_1,Column_1293,0,2015|12,NA,202101
TABLE_1,Column_1293,0,2016|01,NA,202101
TABLE_1,Column_1293,0,2016|02,NA,202101
TABLE_1,Column_1293,0,2016|03,NA,202101
TABLE_1,Column_1293,0,2016|04,NA,202101
TABLE_1,Column_1293,0,2016|05,NA,202101
TABLE_1,Column_1293,0,2016|06,NA,202101
TABLE_1,Column_1293,0,2016|07,NA,202101
TABLE_1,Column_1293,0,2016|08,NA,202101
TABLE_1,Column_1293,0,2016|09,NA,202101
TABLE_1,Column_1293,0,2016|10,NA,202101
TABLE_1,Column_1293,0,2016|11,NA,202101
TABLE_1,Column_1293,0,2016|12,NA,202101
TABLE_1,Column_1293,0,2017|01,NA,202101
TABLE_1,Column_1293,0,2017|02,NA,202101
TABLE_1,Column_1293,0,2017|03,NA,202101
TABLE_1,Column_1293,0,2017|04,NA,202101
TABLE_1,Column_1293,0,2017|05,NA,202101
TABLE_1,Column_1293,0,2017|06,NA,202101
TABLE_1,Column_1293,0,2017|07,NA,202101
TABLE_1,Column_1293,0,2017|08,NA,202101
TABLE_1,Column_1293,76.78732,2017|09,NA,202101
TABLE_1,Column_1293,68.09358,2017|10,NA,202101
TABLE_1,Column_1293,72.72319,2017|11,NA,202101
TABLE_1,Column_1293,81.598,2017|12,NA,202101
TABLE_1,Column_1293,74.117584,2018|01,NA,202101
TABLE_1,Column_1293,78.17886,2018|02,NA,202101
TABLE_1,Column_1293,78.824684,2018|03,NA,202101
TABLE_1,Column_1293,84.46902,2018|04,NA,202101
TABLE_1,Column_1293,82.35343,2018|05,NA,202101
TABLE_1,Column_1293,81.280205,2018|06,NA,202101
TABLE_1,Column_1293,77.54371,2018|07,NA,202101
TABLE_1,Column_1293,65.54941,2018|08,NA,202101
TABLE_1,Column_1293,72.46701,2018|09,NA,202101
TABLE_1,Column_1293,74.40147,2018|10,NA,202101
TABLE_1,Column_1293,79.31088,2018|11,NA,202101
TABLE_1,Column_1293,74.95567,2018|12,NA,202101
TABLE_1,Column_1293,72.95932,2019|01,NA,202101
TABLE_1,Column_1293,84.83399,2019|02,NA,202101
TABLE_1,Column_1293,77.06654,2019|03,NA,202101
TABLE_1,Column_1293,74.61657,2019|04,NA,202101
TABLE_1,Column_1293,76.44533,2019|05,NA,202101
TABLE_1,Column_1293,77.14436,2019|06,NA,202101
TABLE_1,Column_1293,72.89407,2019|07,NA,202101
TABLE_1,Column_1293,83.85256,2019|08,NA,202101
TABLE_1,Column_1293,73.21116,2019|09,NA,202101
TABLE_1,Column_1293,76.55723,2019|10,NA,202101
TABLE_1,Column_1293,79.22737,2019|11,NA,202101
TABLE_1,Column_1293,82.9387,2019|12,NA,202101
TABLE_1,Column_1293,80.91196,2020|01,NA,202101
TABLE_1,Column_1293,93.17553,2020|02,NA,202101
TABLE_1,Column_1293,84.104034,2020|03,NA,202101
TABLE_1,Column_1293,116.69184,2020|04,NA,202101
TABLE_1,Column_1293,88.73506,2020|05,NA,202101
TABLE_1,Column_1293,87.85967,2020|06,NA,202101
TABLE_1,Column_1293,104.20735,2020|07,NA,202101
TABLE_1,Column_1293,95.36186,2020|08,NA,202101
TABLE_1,Column_1293,95.4276,2020|09,NA,202101
TABLE_1,Column_1293,91.4597,2020|10,NA,202101
TABLE_1,Column_1293,0,2020|11,NA,202101
TABLE_1,Column_1396,26023506,2016|01,NO,202103
TABLE_1,Column_1396,21932870,2016|02,NO,202103
TABLE_1,Column_1396,21684366,2016|03,NO,202103
TABLE_1,Column_1396,24997782,2016|04,NO,202103
TABLE_1,Column_1396,25784746,2016|05,NO,202103
TABLE_1,Column_1396,25562244,2016|06,NO,202103
TABLE_1,Column_1396,25519428,2016|07,NO,202103
TABLE_1,Column_1396,27183112,2016|08,NO,202103
TABLE_1,Column_1396,25566462,2016|09,NO,202103
TABLE_1,Column_1396,25629522,2016|10,NO,202103
TABLE_1,Column_1396,27594774,2016|11,NO,202103
TABLE_1,Column_1396,28982538,2016|12,NO,202103
TABLE_1,Column_1396,26131658,2017|01,NO,202103
TABLE_1,Column_1396,19896692,2017|02,NO,202103
TABLE_1,Column_1396,30194094,2017|03,NO,202103
TABLE_1,Column_1396,28067560,2017|04,NO,202103
TABLE_1,Column_1396,29001312,2017|05,NO,202103
TABLE_1,Column_1396,29103366,2017|06,NO,202103
TABLE_1,Column_1396,29989146,2017|07,NO,202103
TABLE_1,Column_1396,34639388,2017|08,NO,202103
TABLE_1,Column_1396,31102218,2017|09,NO,202103
TABLE_1,Column_1396,31114750,2017|10,NO,202103
TABLE_1,Column_1396,28878414,2017|11,NO,202103
TABLE_1,Column_1396,26149616,2017|12,NO,202103
TABLE_1,Column_1396,29984892,2018|01,NO,202103
TABLE_1,Column_1396,28639210,2018|02,NO,202103
TABLE_1,Column_1396,28680744,2018|03,NO,202103
TABLE_1,Column_1396,29950906,2018|04,NO,202103
TABLE_1,Column_1396,33314178,2018|05,NO,202103
TABLE_1,Column_1396,31602076,2018|06,NO,202103
TABLE_1,Column_1396,33867964,2018|07,NO,202103
TABLE_1,Column_1396,36146156,2018|08,NO,202103
TABLE_1,Column_1396,33021232,2018|09,NO,202103
TABLE_1,Column_1396,36519426,2018|10,NO,202103
TABLE_1,Column_1396,30668494,2018|11,NO,202103
TABLE_1,Column_1396,30347504,2018|12,NO,202103
TABLE_1,Column_1396,30423744,2019|01,NO,202103
TABLE_1,Column_1396,31916630,2019|02,NO,202103
TABLE_1,Column_1396,35357472,2019|03,NO,202103
TABLE_1,Column_1396,29867852,2019|04,NO,202103
TABLE_1,Column_1396,38829852,2019|05,NO,202103
TABLE_1,Column_1396,34162386,2019|06,NO,202103
TABLE_1,Column_1396,38148042,2019|07,NO,202103
TABLE_1,Column_1396,38515020,2019|08,NO,202103
TABLE_1,Column_1396,36911576,2019|09,NO,202103
TABLE_1,Column_1396,39628158,2019|10,NO,202103
TABLE_1,Column_1396,33947948,2019|11,NO,202103
TABLE_1,Column_1396,33087076,2019|12,NO,202103
TABLE_1,Column_1396,36144936,2020|01,NO,202103
TABLE_1,Column_1396,33292184,2020|02,NO,202103
TABLE_1,Column_1396,28892638,2020|03,NO,202103
TABLE_1,Column_1396,15390521,2020|04,NO,202103
TABLE_1,Column_1396,27198248,2020|05,NO,202103
TABLE_1,Column_1396,33965556,2020|06,NO,202103
TABLE_1,Column_1396,31895680,2020|07,NO,202103
TABLE_1,Column_1396,34723644,2020|08,NO,202103
TABLE_1,Column_1396,34922588,2020|09,NO,202103
TABLE_1,Column_1396,37650560,2020|10,NO,202103
TABLE_1,Column_1396,33225474,2020|11,NO,202103
TABLE_1,Column_1396,28157158,2020|12,NO,202103
TABLE_1,Column_1396,25371854,2021|01,NO,202103
TABLE_1,Column_1396,25880062,2015|12,NA,202102
TABLE_1,Column_1396,26018654,2016|01,NA,202102
TABLE_1,Column_1396,21932716,2016|02,NA,202102
TABLE_1,Column_1396,21680542,2016|03,NA,202102
TABLE_1,Column_1396,25002452,2016|04,NA,202102
TABLE_1,Column_1396,25790188,2016|05,NA,202102
TABLE_1,Column_1396,25529772,2016|06,NA,202102
TABLE_1,Column_1396,25517370,2016|07,NA,202102
TABLE_1,Column_1396,27185304,2016|08,NA,202102
TABLE_1,Column_1396,25594766,2016|09,NA,202102
TABLE_1,Column_1396,25619338,2016|10,NA,202102
TABLE_1,Column_1396,27604448,2016|11,NA,202102
TABLE_1,Column_1396,28981148,2016|12,NA,202102
TABLE_1,Column_1396,26120526,2017|01,NA,202102
TABLE_1,Column_1396,19900840,2017|02,NA,202102
TABLE_1,Column_1396,30200466,2017|03,NA,202102
TABLE_1,Column_1396,28062790,2017|04,NA,202102
TABLE_1,Column_1396,28999068,2017|05,NA,202102
TABLE_1,Column_1396,29111800,2017|06,NA,202102
TABLE_1,Column_1396,29971862,2017|07,NA,202102
TABLE_1,Column_1396,34649732,2017|08,NA,202102
TABLE_1,Column_1396,31085428,2017|09,NA,202102
TABLE_1,Column_1396,31132548,2017|10,NA,202102
TABLE_1,Column_1396,28882938,2017|11,NA,202102
TABLE_1,Column_1396,26142470,2017|12,NA,202102
TABLE_1,Column_1396,29981318,2018|01,NA,202102
TABLE_1,Column_1396,28644300,2018|02,NA,202102
TABLE_1,Column_1396,28694976,2018|03,NA,202102
TABLE_1,Column_1396,29952188,2018|04,NA,202102
TABLE_1,Column_1396,33264864,2018|05,NA,202102
TABLE_1,Column_1396,31498698,2018|06,NA,202102
TABLE_1,Column_1396,33833900,2018|07,NA,202102
TABLE_1,Column_1396,36142452,2018|08,NA,202102
TABLE_1,Column_1396,33023380,2018|09,NA,202102
TABLE_1,Column_1396,36523448,2018|10,NA,202102
TABLE_1,Column_1396,30682996,2018|11,NA,202102
TABLE_1,Column_1396,30312972,2018|12,NA,202102
TABLE_1,Column_1396,30309954,2019|01,NA,202102
TABLE_1,Column_1396,31893346,2019|02,NA,202102
TABLE_1,Column_1396,35336940,2019|03,NA,202102
TABLE_1,Column_1396,29872132,2019|04,NA,202102
TABLE_1,Column_1396,38794276,2019|05,NA,202102
TABLE_1,Column_1396,34182032,2019|06,NA,202102
TABLE_1,Column_1396,38113910,2019|07,NA,202102
TABLE_1,Column_1396,38522140,2019|08,NA,202102
TABLE_1,Column_1396,36904842,2019|09,NA,202102
TABLE_1,Column_1396,39643768,2019|10,NA,202102
TABLE_1,Column_1396,33958458,2019|11,NA,202102
TABLE_1,Column_1396,33084458,2019|12,NA,202102
TABLE_1,Column_1396,36099092,2020|01,NA,202102
TABLE_1,Column_1396,33312684,2020|02,NA,202102
TABLE_1,Column_1396,28877282,2020|03,NA,202102
TABLE_1,Column_1396,15386943,2020|04,NA,202102
TABLE_1,Column_1396,27197008,2020|05,NA,202102
TABLE_1,Column_1396,33972576,2020|06,NA,202102
TABLE_1,Column_1396,31932200,2020|07,NA,202102
TABLE_1,Column_1396,34643444,2020|08,NA,202102
TABLE_1,Column_1396,34762092,2020|09,NA,202102
TABLE_1,Column_1396,37222122,2020|10,NA,202102
TABLE_1,Column_1396,32397234,2020|11,NA,202102
TABLE_1,Column_1396,27286894,2020|12,NA,202102
TABLE_1,Column_1396,23237188,2015|11,NA,202101
TABLE_1,Column_1396,25879180,2015|12,NA,202101
TABLE_1,Column_1396,26023140,2016|01,NA,202101
TABLE_1,Column_1396,21923386,2016|02,NA,202101
TABLE_1,Column_1396,21684724,2016|03,NA,202101
TABLE_1,Column_1396,24997768,2016|04,NA,202101
TABLE_1,Column_1396,25784548,2016|05,NA,202101
TABLE_1,Column_1396,25530184,2016|06,NA,202101
TABLE_1,Column_1396,25520772,2016|07,NA,202101
TABLE_1,Column_1396,27177686,2016|08,NA,202101
TABLE_1,Column_1396,25611300,2016|09,NA,202101
TABLE_1,Column_1396,25626288,2016|10,NA,202101
TABLE_1,Column_1396,27613740,2016|11,NA,202101
TABLE_1,Column_1396,28988252,2016|12,NA,202101
TABLE_1,Column_1396,26119338,2017|01,NA,202101
TABLE_1,Column_1396,19912052,2017|02,NA,202101
TABLE_1,Column_1396,30202162,2017|03,NA,202101
TABLE_1,Column_1396,28048790,2017|04,NA,202101
TABLE_1,Column_1396,28997184,2017|05,NA,202101
TABLE_1,Column_1396,29109066,2017|06,NA,202101
TABLE_1,Column_1396,29950124,2017|07,NA,202101
TABLE_1,Column_1396,34660684,2017|08,NA,202101
TABLE_1,Column_1396,31111610,2017|09,NA,202101
TABLE_1,Column_1396,31213808,2017|10,NA,202101
TABLE_1,Column_1396,28889398,2017|11,NA,202101
TABLE_1,Column_1396,26122512,2017|12,NA,202101
TABLE_1,Column_1396,29970442,2018|01,NA,202101
TABLE_1,Column_1396,28639798,2018|02,NA,202101
TABLE_1,Column_1396,28666396,2018|03,NA,202101
TABLE_1,Column_1396,29989328,2018|04,NA,202101
TABLE_1,Column_1396,33335160,2018|05,NA,202101
TABLE_1,Column_1396,31565000,2018|06,NA,202101
TABLE_1,Column_1396,33855674,2018|07,NA,202101
TABLE_1,Column_1396,36114262,2018|08,NA,202101
TABLE_1,Column_1396,33032740,2018|09,NA,202101
TABLE_1,Column_1396,36507470,2018|10,NA,202101
TABLE_1,Column_1396,30666708,2018|11,NA,202101
TABLE_1,Column_1396,30326902,2018|12,NA,202101
TABLE_1,Column_1396,30425024,2019|01,NA,202101
TABLE_1,Column_1396,31929280,2019|02,NA,202101
TABLE_1,Column_1396,35375656,2019|03,NA,202101
TABLE_1,Column_1396,29857096,2019|04,NA,202101
TABLE_1,Column_1396,38805492,2019|05,NA,202101
TABLE_1,Column_1396,34168340,2019|06,NA,202101
TABLE_1,Column_1396,38091792,2019|07,NA,202101
TABLE_1,Column_1396,38516380,2019|08,NA,202101
TABLE_1,Column_1396,37009552,2019|09,NA,202101
TABLE_1,Column_1396,39641806,2019|10,NA,202101
TABLE_1,Column_1396,33954648,2019|11,NA,202101
TABLE_1,Column_1396,33045724,2019|12,NA,202101
TABLE_1,Column_1396,36053298,2020|01,NA,202101
TABLE_1,Column_1396,33292132,2020|02,NA,202101
TABLE_1,Column_1396,28860932,2020|03,NA,202101
TABLE_1,Column_1396,15394288,2020|04,NA,202101
TABLE_1,Column_1396,27250200,2020|05,NA,202101
TABLE_1,Column_1396,33855932,2020|06,NA,202101
TABLE_1,Column_1396,31731602,2020|07,NA,202101
TABLE_1,Column_1396,34617684,2020|08,NA,202101
TABLE_1,Column_1396,34471006,2020|09,NA,202101
TABLE_1,Column_1396,36635648,2020|10,NA,202101
TABLE_1,Column_1396,26953722,2020|11,NA,202101
TABLE_1,Column_1548,0,2016|02,NO,202104
TABLE_1,Column_1548,0,2016|03,NO,202104
TABLE_1,Column_1548,0,2016|04,NO,202104
TABLE_1,Column_1548,0,2016|05,NO,202104
TABLE_1,Column_1548,0,2016|06,NO,202104
TABLE_1,Column_1548,0,2016|07,NO,202104
TABLE_1,Column_1548,0,2016|08,NO,202104
TABLE_1,Column_1548,0,2016|09,NO,202104
TABLE_1,Column_1548,0,2016|10,NO,202104
TABLE_1,Column_1548,0,2016|11,NO,202104
TABLE_1,Column_1548,0,2016|12,NO,202104
TABLE_1,Column_1548,1908546.9,2017|01,NO,202104
TABLE_1,Column_1548,1573907.9,2017|02,NO,202104
TABLE_1,Column_1548,1976305.6,2017|03,NO,202104
TABLE_1,Column_1548,1893845.8,2017|04,NO,202104
TABLE_1,Column_1548,1938319.8,2017|05,NO,202104
TABLE_1,Column_1548,1967575.1,2017|06,NO,202104
TABLE_1,Column_1548,1773440,2017|07,NO,202104
TABLE_1,Column_1548,1878957.2,2017|08,NO,202104
TABLE_1,Column_1548,1889369.4,2017|09,NO,202104
TABLE_1,Column_1548,1979681.6,2017|10,NO,202104
TABLE_1,Column_1548,2006975.4,2017|11,NO,202104
TABLE_1,Column_1548,1794227.8,2017|12,NO,202104
TABLE_1,Column_1548,2022001.2,2018|01,NO,202104
TABLE_1,Column_1548,1795217.475,2018|02,NO,202104
TABLE_1,Column_1548,2004672.6,2018|03,NO,202104
TABLE_1,Column_1548,2005412.475,2018|04,NO,202104
TABLE_1,Column_1548,2249231.95,2018|05,NO,202104
TABLE_1,Column_1548,1974592.6,2018|06,NO,202104
TABLE_1,Column_1548,1832885.925,2018|07,NO,202104
TABLE_1,Column_1548,2023192.35,2018|08,NO,202104
TABLE_1,Column_1548,1851751.9,2018|09,NO,202104
TABLE_1,Column_1548,2294549.75,2018|10,NO,202104
TABLE_1,Column_1548,2165415,2018|11,NO,202104
TABLE_1,Column_1548,2023890.975,2018|12,NO,202104
TABLE_1,Column_1548,2554221.05,2019|01,NO,202104
TABLE_1,Column_1548,2085403.35,2019|02,NO,202104
TABLE_1,Column_1548,2356842.25,2019|03,NO,202104
TABLE_1,Column_1548,2484778.8,2019|04,NO,202104
TABLE_1,Column_1548,2508139.3,2019|05,NO,202104
TABLE_1,Column_1548,2375291.05,2019|06,NO,202104
TABLE_1,Column_1548,2356765.3,2019|07,NO,202104
TABLE_1,Column_1548,2261304.8,2019|08,NO,202104
